Name  1900  1910  1920  1930  1940  1950  1960  1970  1980  1990  2000  2010  
Charity  459  546  769  0  0  0  0  926  249  325  504  637  
Charla  0  0  0  0  0  842  788  740  862  0  0  0  
Charlee  0  0  0  0  0  0  0  0  0  0  0  962  
Charleen  0  0  0  963  693  592  844  0  0  0  0  0  
Charlene  0  925  481  262  150  113  133  160  217  293  668  0  
Charline  0  0  778  634  674  867  0  0  0  0  0  0  
Charlize  0  0  0  0  0  0  0  0  0  0  0  900  
Charlotte  105  104  79  79  66  62  125  161  221  292  290  117  
Charmaine  0  0  0  968  729  762  495  635  609  828  0  0  
Charolette  0  0  0  0  0  920  0  0  0  0  0  0  
Chasity  0  0  0  0  0  0  0  0  363  348  424  785  
Chastity  0  0  0  0  0  0  0  0  448  770  0  0  
Chaya  0  0  0  0  0  0  0  0  0  960  900  749  
Chelsea  0  0  0  0  0  0  0  0  498  56  38  195  
Chelsey  0  0  0  0  0  0  0  0  0  237  197  800  
Chelsie  0  0  0  0  0  0  0  0  0  446  417  0  
Cheri  0  0  0  0  0  407  276  258  337  684  0  0  
Cherie  0  0  0  0  754  442  354  308  368  604  0  0  
Cherish  0  0  0  0  0  0  0  0  0  903  0  857  
Cherri  0  0  0  0  0  0  892  919  0  0  0  0  
Cherrie  0  0  0  0  0  0  979  0  0  0  0  0  
Cherry  979  0  0  950  736  505  569  835  0  0  0  0  
Cheryl  0  0  0  0  538  37  19  32  88  220  749  0  
Cheryle  0  0  0  0  0  593  643  0  0  0  0  0  
Cheryll  0  0  0  0  0  964  946  0  0  0  0  0  
Cheyanne  0  0  0  0  0  0  0  0  0  0  401  534  
Cheyenne  0  0  0  0  0  0  0  0  0  652  98  156  
Chiquita  0  0  0  0  0  0  0  0  768  778  0  0  
Chloe  366  512  666  851  791  0  0  0  0  470  103  17  
Chrissy  0  0  0  0  0  0  0  0  795  0  0  0  
Christa  0  0  0  0  0  0  833  467  257  299  502  0  
Christal  0  0  0  0  0  0  0  974  577  743  0  0  
Christeen  0  0  0  939  0  0  0  0  0  0  0  0  
Christel  0  0  0  0  0  0  0  0  902  0  0  0  
Christen  0  0  0  0  0  0  0  0  710  483  818  0  
Christena  705  1000  0  0  0  0  0  0  0  0  0  0  
Christene  0  0  977  751  749  0  0  0  0  0  0  0  
Christi  0  0  0  0  0  0  604  401  307  590  0  0  
Christiana  0  0  0  0  0  0  0  0  0  0  740  0  
Christie  875  0  0  0  0  599  428  329  156  281  769  0  
Christin  0  0  0  0  0  0  0  0  699  437  961  0  
Christina  249  313  332  354  391  220  170  65  17  20  48  135  
Christine  160  150  122  122  130  47  31  22  22  48  117  407  
Christy  0  0  0  0  0  556  304  200  67  166  473  0  
Chrystal  0  0  0  0  0  0  0  823  430  432  0  0  
Chyna  0  0  0  0  0  0  0  0  0  0  814  0  
Ciara  0  0  0  0  0  0  0  0  0  426  220  286  
Ciera  0  0  0  0  0  0  0  0  0  654  464  0  
Cierra  0  0  0  0  0  0  0  0  0  474  202  433  
Cinda  0  0  0  0  0  810  722  0  0  0  0  0  
Cindi  0  0  0  0  0  0  574  622  0  0  0  0  
Cindy  0  0  0  0  0  279  39  50  112  181  200  342  
Claire  273  229  205  154  170  219  270  416  475  224  118  80  
Clara  11  25  40  58  86  142  237  390  536  553  405  236  
Clarabelle  0  0  964  996  0  0  0  0  0  0  0  0  
Clare  412  429  434  455  488  521  544  715  0  773  590  651  
Claribel  910  914  0  0  0  0  0  0  0  0  0  0  
Clarice  363  301  277  280  311  471  626  0  0  0  0  0  
Clarissa  661  722  787  935  982  990  796  643  519  355  262  438  
Claudette  0  0  0  0  282  326  460  653  0  0  0  0  
Claudia  293  310  317  344  248  132  166  286  193  200  180  316  
Claudie  546  556  682  748  977  0  0  0  0  0  0  0  
Claudine  946  723  567  500  515  710  0  746  928  0  0  0  
Clementine  552  543  564  643  695  852  0  0  0  0  0  0  
Clemmie  553  642  859  0  0  0  0  0  0  0  0  0  
Cleo  245  193  193  234  314  535  903  0  0  0  0  0  
Cleora  0  884  892  0  0  0  0  0  0  0  0  0  
Cleta  0  923  757  761  692  0  0  0  0  0  0  0  
Clora  772  888  0  0  0  0  0  0  0  0  0  0  
Coleen  0  0  0  0  816  688  505  529  924  0  0  0  
Coletta  0  968  0  0  0  0  0  0  0  0  0  0  
Colette  0  0  0  0  794  697  463  455  686  940  0  0  
Colleen  0  0  913  250  236  194  117  101  135  153  245  784  
Collette  0  0  0  0  0  0  910  853  0  0  0  0  
Concepcion  0  956  876  769  936  0  0  0  0  0  0  0  
Concetta  876  455  326  330  474  669  971  0  0  0  0  0  
Concha  0  0  0  955  0  0  0  0  0  0  0  0  
Connie  430  360  307  259  134  48  44  64  178  400  721  0  
Constance  330  258  200  153  120  99  139  232  464  394  805  0  
Consuelo  0  815  519  372  466  558  836  910  691  0  0  0  
Cora  49  75  119  155  178  246  381  554  735  774  637  380  
Coral  767  950  0  0  0  0  0  0  0  0  0  0  
Corda  982  0  0  0  0  0  0  0  0  0  0  0  
Cordelia  368  443  583  696  751  940  0  0  0  0  0  0  
Cordia  667  896  0  0  0  0  0  0  0  0  0  0  
Cordie  474  648  940  0  0  0  0  0  0  0  0  0  
Corene  891  689  726  789  846  0  0  0  0  0  0  0  
Cori  0  0  0  0  0  0  0  0  584  650  863  0  
Corina  0  0  0  0  0  0  0  634  567  641  728  0  
Corine  389  324  355  385  459  680  952  0  0  0  0  0  
Corinna  0  0  0  0  0  0  0  809  884  0  0  0  
Corinne  285  293  331  289  373  432  403  466  458  439  506  732  
Corliss  0  0  0  0  0  884  985  0  0  0  0  0  
Cornelia  229  266  295  339  402  494  732  958  0  0  0  0  
Corrie  585  751  957  0  0  0  0  0  687  920  0  0  
Corrine  529  482  488  396  414  565  637  748  844  919  0  0  
Cortney  0  0  0  0  0  0  0  0  689  319  463  0  
Courtney  0  0  0  0  0  0  0  490  106  33  25  142  
Creola  0  0  999  0  0  0  0  0  0  0  0  0  
Crissy  0  0  0  0  0  0  0  0  990  0  0  0  
Cristal  0  0  0  0  0  0  0  0  0  608  482  693  
Cristin  0  0  0  0  0  0  0  0  998  963  0  0  
Cristina  0  0  0  0  0  0  986  509  277  184  233  474  
Cristy  0  0  0  0  0  0  0  951  553  865  0  0  
Crystal  685  536  584  720  750  531  260  143  24  24  77  190  
Cyndi  0  0  0  0  0  0  0  968  0  0  0  0  
Cynthia  344  413  400  332  177  45  11  12  38  71  109  232  
Dagmar  867  0  0  0  0  0  0  0  0  0  0  0  
Dahlia  0  0  0  0  0  0  0  0  0  0  0  922  
Daisha  0  0  0  0  0  0  0  0  0  0  978  0  
Daisy  83  92  134  167  206  284  411  531  540  264  157  147  
Dalia  0  0  0  0  0  0  0  0  0  0  758  884  
Damaris  0  0  0  0  0  0  0  0  971  0  851  747  
Dana  971  0  992  832  563  299  182  73  59  86  174  412  
Danelle  0  0  0  0  0  0  0  996  706  854  0  0  
Danette  0  0  0  0  0  0  608  465  693  0  0  0  
Danica  0  0  0  0  0  0  0  0  0  820  923  522  
Daniela  0  0  0  0  0  0  0  0  877  484  212  129  
Daniella  0  0  0  0  0  0  0  0  0  644  426  318  
Danielle  0  0  0  0  0  849  696  208  43  21  27  102  
Danika  0  0  0  0  0  0  0  0  0  0  0  689  
Danita  0  0  0  0  0  0  746  607  814  0  0  0  
Danna  0  0  0  0  0  871  827  679  891  0  0  536  
Danyelle  0  0  0  0  0  0  0  0  0  989  0  0  
Daphne  906  940  829  717  787  658  553  344  461  692  794  555  
Dara  0  0  0  0  0  0  994  722  596  690  0  0  
Darby  0  0  0  0  0  0  0  0  0  0  761  0  
Darci  0  0  0  0  0  0  0  848  804  0  0  0  
Darcie  0  0  0  0  0  0  0  964  836  0  0  0  
Darcy  0  0  0  0  0  0  533  394  438  637  0  0  
Daria  0  0  0  0  0  0  937  0  0  0  0  0  
Darla  0  0  0  0  540  357  257  213  440  917  0  0  
Darleen  0  0  0  757  622  570  765  953  0  0  0  0  
Darlene  0  0  549  216  94  73  73  100  259  450  703  0  
Darline  0  0  0  777  745  0  0  0  0  0  0  0  
Dasia  0  0  0  0  0  0  0  0  0  0  981  0  
Davina  0  0  0  0  0  0  0  0  805  0  0  0  
Dawn  0  0  958  562  317  226  101  34  30  156  617  0  
Dawna  0  0  0  0  0  0  904  688  0  0  0  0  
Dayana  0  0  0  0  0  0  0  0  0  0  0  566  
Dayanara  0  0  0  0  0  0  0  0  0  0  0  593  
Dayna  0  0  0  0  0  0  973  640  611  584  829  0  
Deana  0  0  0  0  0  869  561  331  369  698  0  0  
Deann  0  0  0  0  0  0  720  483  760  0  0  0  
Deanna  0  0  0  0  228  190  232  114  122  162  191  484  
Deanne  0  0  0  0  727  660  614  400  647  0  0  0  
Debbi  0  0  0  0  0  0  793  0  0  0  0  0  
Debbie  0  0  0  0  0  365  38  59  265  605  0  0  
Debbra  0  0  0  0  0  0  668  0  0  0  0  0  
Debby  0  0  0  0  0  837  416  588  0  0  0  0  
Debi  0  0  0  0  0  0  639  981  0  0  0  0  
Debora  0  0  0  0  0  896  202  313  951  0  0  0  
Deborah  734  773  756  681  366  43  5  18  78  199  391  684  
Debra  0  0  0  0  958  201  6  28  105  290  770  0  
Debrah  0  0  0  0  0  0  607  0  0  0  0  0  
Dedra  0  0  0  0  0  0  0  802  0  0  0  0  
Deedee  0  0  0  0  0  0  0  895  0  0  0  0  
Deena  0  0  0  0  0  908  635  482  615  0  0  0  
Deidra  0  0  0  0  0  0  0  620  704  707  0  0  
Deidre  0  0  0  0  0  987  752  459  578  651  0  0  
Deirdre  0  0  0  0  0  853  562  374  592  848  0  0  
Deja  0  0  0  0  0  0  0  0  0  0  328  628  
Delaney  0  0  0  0  0  0  0  0  0  0  332  196  
Delfina  0  0  0  928  0  0  0  0  0  0  0  0  
Delia  202  276  364  406  389  421  425  501  579  792  933  0  
Delilah  672  828  854  952  987  903  767  0  916  894  974  354  
Delisa  0  0  0  0  0  0  0  978  0  0  0  0  
Della  85  111  168  197  226  291  356  479  866  0  0  0  
Delma  820  542  541  533  557  818  984  0  0  0  0  0  
Delois  0  0  0  869  523  483  631  0  0  0  0  0  
Delores  0  655  327  135  62  115  188  334  713  0  0  0  
Deloris  0  0  509  285  201  241  355  655  0  0  0  0  
Delpha  886  969  912  0  0  0  0  0  0  0  0  0  
Delphia  543  551  679  750  989  0  0  0  0  0  0  0  
Delphine  749  667  582  470  524  820  735  0  0  0  0  0  
Delta  843  846  911  0  0  0  0  0  0  0  0  0  
Demetria  0  0  0  0  0  0  0  826  541  799  0  0  
Demi  0  0  0  0  0  0  0  0  0  0  724  0  
Dena  432  606  678  797  848  677  435  287  319  594  0  0  
Deneen  0  0  0  0  0  0  0  587  0  0  0  0  
Denice  0  0  0  0  0  0  465  571  930  0  0  0  
Denise  0  0  0  918  479  175  24  33  57  118  226  361  
Desirae  0  0  0  0  0  0  0  0  0  630  547  854  
Desiree  0  0  0  0  0  0  489  340  233  130  147  281  
Dessa  968  0  0  0  0  0  0  0  0  0  0  0  
Dessie  278  294  367  462  589  897  0  0  0  0  0  0  
Destinee  0  0  0  0  0  0  0  0  0  0  362  542  
Destiney  0  0  0  0  0  0  0  0  0  0  680  856  
Destini  0  0  0  0  0  0  0  0  0  0  686  918  
Destiny  0  0  0  0  0  0  0  0  754  330  58  33  
Diamond  0  0  0  0  0  0  0  0  0  766  179  295  
Dian  0  0  0  0  841  547  813  0  0  0  0  0  
Diana  620  582  482  357  175  51  52  63  98  81  100  120  
Diane  0  0  717  395  98  21  18  39  139  250  549  0  
Diann  0  0  0  0  913  381  434  659  0  0  0  0  
Dianna  0  0  0  0  686  209  209  246  386  516  783  0  
Dianne  0  0  0  0  269  93  131  217  572  0  0  0  
Dicie  911  0  0  0  0  0  0  0  0  0  0  0  
Dimple  0  0  938  931  0  0  0  0  0  0  0  0  
Dina  0  0  0  0  0  957  658  265  339  616  946  0  
Dinah  0  0  0  0  0  579  543  874  0  0  0  0  
Dionne  0  0  0  0  0  0  0  538  518  0  0  0  
Dixie  462  438  391  346  196  233  343  633  832  0  0  0  
Docia  735  0  0  0  0  0  0  0  0  0  0  0  
Dollie  213  227  305  338  400  553  890  0  0  0  0  0  
Dolly  364  332  352  345  371  490  615  890  0  0  0  0  
Dolores  416  260  136  39  31  105  193  307  537  842  0  0  
Doloris  0  0  0  979  889  0  0  0  0  0  0  0  
Domenica  0  0  942  0  0  0  0  0  0  0  0  0  
Dominga  0  0  925  819  855  0  0  0  0  0  0  0  
Dominique  0  0  0  0  0  0  0  0  657  173  142  548  
Dominque  0  0  0  0  0  0  0  0  0  954  0  0  
Domonique  0  0  0  0  0  0  0  0  0  837  886  0  
Dona  427  529  692  417  356  411  468  702  0  0  0  0  
Donie  754  0  0  0  0  0  0  0  0  0  0  0  
Donita  0  0  0  0  0  0  780  938  0  0  0  0  
Donna  409  382  251  88  21  14  9  10  80  227  490  852  
Dora  68  90  126  142  171  229  291  353  505  767  0  0  
Dorathy  0  0  895  953  0  0  0  0  0  0  0  0  
Dorcas  851  749  680  677  728  968  0  0  0  0  0  0  
Doreen  0  0  0  503  381  302  195  235  600  0  0  0  
Dorene  0  0  0  944  649  702  627  773  0  0  0  0  
Doretha  0  0  788  608  551  649  714  0  0  0  0  0  
Dori  0  0  0  0  0  0  983  813  0  0  0  0  
Dorinda  0  0  0  0  0  976  804  886  0  0  0  0  
Dorine  0  0  0  0  971  0  0  0  0  0  0  0  
Doris  157  80  26  8  14  49  109  209  471  744  0  0  
Dorotha  0  633  517  540  803  0  0  0  0  0  0  0  
Dorothea  307  228  183  229  320  443  539  689  0  0  0  0  
Dorothy  50  6  3  2  6  23  64  131  237  353  608  959  
Dorris  0  663  516  419  574  916  0  0  0  0  0  0  
Dortha  0  665  483  433  577  0  0  0  0  0  0  0  
Dorthy  0  570  363  268  279  433  750  0  0  0  0  0  
Doshie  947  0  0  0  0  0  0  0  0  0  0  0  
Dottie  686  821  943  792  582  519  748  0  0  0  0  0  
Dovie  287  309  430  572  687  0  0  0  0  0  0  0  
Drucilla  948  929  0  0  0  0  0  0  0  0  0  0  
Dulce  0  0  0  0  0  0  0  0  0  0  657  368  
Dulcie  832  0  0  0  0  0  0  0  0  0  0  0  
Earlean  0  0  0  0  862  0  0  0  0  0  0  0  
Earlene  0  0  738  460  350  397  593  0  0  0  0  0  
Earline  0  592  415  324  323  437  729  0  0  0  0  0  
Earnestine  0  897  642  404  335  361  550  0  0  0  0  0  
Eartha  0  0  0  0  963  0  0  0  0  0  0  0  
Easter  521  533  643  691  770  0  0  0  0  0  0  0  
Ebba  736  0  0  0  0  0  0  0  0  0  0  0  
Eboni  0  0  0  0  0  0  0  0  0  736  966  0  
Ebony  0  0  0  0  0  0  0  0  305  161  323  978  
Eda  468  683  745  896  0  0  0  0  0  0  0  0  
Eden  0  0  0  0  0  0  0  0  0  999  636  287  
Edie  0  0  0  0  0  0  0  933  0  0  0  0  
Edith  29  30  31  42  88  128  213  321  484  595  550  699  
Edna  15  16  19  38  67  121  215  352  546  819  0  0  
Edrie  0  966  0  0  0  0  0  0  0  0  0  0  
Edwina  692  598  530  492  426  463  650  701  0  0  0  0  
Edyth  759  816  873  0  0  0  0  0  0  0  0  0  
Edythe  312  290  269  360  592  870  0  0  0  0  0  0  
Effie  79  114  195  253  332  520  838  0  0  0  0  0  
Eileen  398  277  125  98  114  91  122  165  327  411  599  737  
Elaina  0  0  0  0  0  0  0  0  0  822  650  464  
Elaine  571  352  161  77  51  50  88  150  279  347  481  695  
Elayne  0  0  0  831  0  946  0  0  0  0  0  0  
Elberta  0  873  933  0  0  0  0  0  0  0  0  0  
Elda  447  449  418  501  718  0  0  0  0  0  0  0  
Eldora  852  696  651  650  831  0  0  0  0  0  0  0  
Eleanor  101  67  32  30  49  129  265  410  621  658  480  259  
Eleanora  538  568  552  642  890  0  0  0  0  0  0  0  
Eleanore  548  406  245  269  427  890  0  0  0  0  0  0  
Elease  0  0  891  810  918  0  0  0  0  0  0  0  
Electa  912  0  0  0  0  0  0  0  0  0  0  0  
Elena  670  545  499  467  533  502  484  442  403  374  281  202  
Elenor  0  0  935  0  0  0  0  0  0  0  0  0  
Elenora  581  631  712  834  0  0  0  0  0  0  0  0  
Elenore  0  0  997  0  0  0  0  0  0  0  0  0  
Eleonora  996  0  0  0  0  0  0  0  0  0  0  0  
Elfrieda  729  0  959  0  0  0  0  0  0  0  0  0  
Eliana  0  0  0  0  0  0  0  0  0  0  778  265  
Elida  0  0  0  897  705  750  0  0  0  0  0  0  
Elinor  533  400  264  279  336  616  0  0  0  0  0  0  
Elinore  0  0  789  874  0  0  0  0  0  0  0  0  
Elisa  892  777  807  679  677  788  527  372  371  366  468  547  
Elisabeth  397  397  373  510  601  619  559  468  423  329  367  453  
Elise  399  447  441  534  616  667  475  508  610  295  287  223  
Elissa  0  0  0  0  0  979  876  857  635  611  734  969  
Eliza  159  208  304  389  504  685  1000  0  799  656  500  317  
Elizabeth  6  7  8  11  17  25  20  20  13  9  8  9  
Elizebeth  680  825  841  818  0  0  0  0  0  0  0  0  
Ella  32  53  75  94  129  167  267  445  773  982  522  28  
Elle  0  0  0  0  0  0  0  0  0  0  0  526  
Ellen  74  84  89  101  99  65  83  129  244  249  267  557  
Elliana  0  0  0  0  0  0  0  0  0  0  0  780  
Ellie  415  478  698  856  0  0  0  0  0  0  580  179  
Elma  228  223  252  306  404  589  954  0  0  0  0  0  
Elmira  526  559  677  771  0  0  0  0  0  0  0  0  
Elna  682  643  555  695  820  0  0  0  0  0  0  0  
Elnora  282  254  259  290  358  525  895  0  0  0  0  0  
Elois  0  0  0  933  898  0  0  0  0  0  0  0  
Eloisa  987  902  837  773  915  0  0  0  0  0  0  0  
Eloise  346  255  194  178  241  303  507  980  0  0  0  0  
Elouise  0  735  545  445  469  610  0  0  0  0  0  0  
Elsa  260  376  458  606  596  691  566  590  650  821  927  765  
Elsie  33  41  46  65  119  218  413  660  0  0  0  892  
Elta  780  951  0  0  0  0  0  0  0  0  0  0  
Elva  193  188  222  266  333  474  629  876  0  0  0  0  
Elvera  900  611  473  551  813  0  0  0  0  0  0  0  
Elvie  743  719  799  959  0  0  0  0  0  0  0  0  
Elvina  765  818  881  0  0  0  0  0  0  0  0  0  
Elvira  294  281  261  286  375  503  646  798  965  0  0  0  
Elyse  0  0  0  0  0  0  925  0  0  471  752  719  
Elyssa  0  0  0  0  0  0  0  0  0  0  937  0  
Emelia  583  774  966  0  0  0  0  0  0  0  0  0  
Emeline  785  954  0  0  0  0  0  0  0  0  0  0  
Emely  0  0  0  0  0  0  0  0  0  0  725  330  
Emerald  0  0  0  0  0  0  0  0  0  0  904  0  
Emilee  0  0  0  0  0  0  0  0  0  753  385  373  
Emilia  597  583  640  656  801  0  0  0  0  0  859  455  
Emilie  337  473  525  662  629  807  0  0  936  675  523  538  
Emily  95  103  105  143  172  185  231  242  52  18  3  1  
Emma  9  26  43  62  90  126  225  369  444  223  46  3  
Emmalee  0  0  0  0  0  0  0  0  0  0  0  739  
Emmer  730  758  971  0  0  0  0  0  0  0  0  0  
Emmie  483  627  790  892  0  0  0  0  0  0  0  0  
Emogene  0  0  744  475  614  0  0  0  0  0  0  0  
Ena  0  690  0  0  0  0  0  0  0  0  0  0  
Enid  635  647  461  498  650  782  0  0  0  0  0  0  
Enola  882  894  861  0  0  0  0  0  0  0  0  0  
Era  387  395  554  703  973  0  0  0  0  0  0  0  
Erica  0  0  0  0  0  0  763  303  51  35  66  199  
Ericka  0  0  0  0  0  0  0  829  343  377  501  0  
Erie  858  898  0  0  0  0  0  0  0  0  0  0  
Erika  0  0  0  0  0  0  0  351  117  80  101  225  
Erin  0  0  0  0  0  0  388  195  31  27  52  110  
Erlene  0  0  0  989  947  0  0  0  0  0  0  0  
Erlinda  0  0  0  0  939  799  0  0  0  0  0  0  
Erma  194  156  148  164  198  290  485  838  0  0  0  0  
Erna  301  328  356  499  684  0  0  0  0  0  0  0  
Ernestina  0  0  0  850  798  950  0  0  0  0  0  0  
Ernestine  345  292  236  203  211  258  396  602  0  0  0  0  
Eryn  0  0  0  0  0  0  0  0  0  0  958  0  
Esmeralda  0  0  0  0  0  0  917  804  474  465  248  219  
Esperanza  0  0  838  532  575  621  810  970  980  0  779  767  
Essence  0  0  0  0  0  0  0  0  0  0  613  889  
Essie  140  136  188  218  271  408  663  0  0  0  0  0  
Esta  443  513  659  803  934  0  0  0  0  0  0  0  
Estefania  0  0  0  0  0  0  0  0  0  0  869  0  
Estela  0  0  0  964  870  938  0  0  0  0  0  0  
Estell  530  457  569  714  0  0  0  0  0  0  0  0  
Estella  144  171  246  277  324  393  513  732  0  0  0  0  
Estelle  122  117  128  180  268  441  716  0  0  0  0  0  
Ester  434  428  453  454  541  624  787  0  0  0  0  0  
Esther  36  34  36  60  105  152  207  294  321  286  315  282  
Estrella  0  0  0  0  0  0  0  0  0  0  968  447  
Etha  665  874  967  0  0  0  0  0  0  0  0  0  
Ethel  8  12  22  44  85  137  261  476  984  0  0  0  
Ethelyn  588  557  571  674  923  0  0  0  0  0  0  0  
Ethyl  496  636  775  0  0  0  0  0  0  0  0  0  
Etta  106  157  216  256  286  398  606  924  0  0  0  0  
Ettie  499  780  0  0  0  0  0  0  0  0  0  0  
Eudora  952  0  968  0  0  0  0  0  0  0  0  0  
Eugenia  297  315  265  305  393  438  506  544  702  0  0  0  
Eugenie  644  858  888  0  0  0  0  0  0  0  0  0  
Eula  134  127  163  176  238  375  670  0  0  0  0  0  
Eulah  732  726  902  0  0  0  0  0  0  0  0  0  
Eulalia  544  678  727  795  0  0  0  0  0  0  0  0  
Eulalie  983  0  0  0  0  0  0  0  0  0  0  0  
Euna  844  792  855  970  0  0  0  0  0  0  0  0  
Eunice  132  115  115  137  176  282  448  632  853  949  0  0  
Eura  760  823  0  0  0  0  0  0  0  0  0  0  
Eva  34  42  53  76  115  154  197  243  298  323  344  140  
Evalyn  589  649  495  712  990  0  0  0  0  0  0  0  
Evangelina  0  0  0  986  836  866  0  0  0  0  0  0  
Evangeline  493  454  445  431  483  683  837  983  0  0  0  665  
Eve  618  485  573  788  884  777  582  624  716  0  976  599  
Evelin  0  0  0  0  0  0  0  0  0  0  0  803  
Evelina  957  934  0  0  0  0  0  0  0  0  0  0  
Eveline  984  943  931  974  0  0  0  0  0  0  0  0  
