Name  1900  1910  1920  1930  1940  1950  1960  1970  1980  1990  2000  2010  
Sonja  0  0  0  0  327  339  412  260  335  636  0  0  
Sonya  0  0  0  0  492  583  420  159  158  324  696  0  
Sophia  168  201  244  403  653  793  747  427  446  236  108  8  
Sophie  167  154  108  187  421  737  0  0  0  827  295  103  
Sophronia  720  920  0  0  0  0  0  0  0  0  0  0  
Spring  0  0  0  0  0  0  0  0  934  0  0  0  
Stacey  0  0  0  0  0  0  372  87  50  97  376  940  
Staci  0  0  0  0  0  0  0  384  273  352  899  0  
Stacia  0  0  962  0  0  0  0  834  685  932  0  0  
Stacie  0  0  0  0  0  0  881  309  166  302  785  0  
Stacy  0  0  0  0  0  0  351  91  42  90  363  706  
Starla  0  0  0  0  0  0  923  770  914  0  0  0  
Starr  0  0  0  0  0  983  963  0  0  0  0  0  
Stasia  0  0  840  0  0  0  0  0  0  0  0  0  
Stefani  0  0  0  0  0  0  0  0  0  852  0  0  
Stefanie  0  0  0  0  0  0  0  446  282  186  535  0  
Stella  64  66  66  114  181  202  312  450  658  916  988  222  
Stephani  0  0  0  0  0  0  0  0  0  882  0  0  
Stephania  0  0  833  0  0  0  0  0  0  0  0  0  
Stephanie  934  537  337  527  476  176  116  38  10  6  17  65  
Stephany  0  0  0  0  0  0  0  0  0  663  570  793  
Stephenie  0  0  0  0  0  0  0  0  824  0  0  0  
Stormy  0  0  0  0  0  0  0  0  0  0  959  0  
Sudie  403  472  700  860  0  0  0  0  0  0  0  0  
Sue  235  238  220  237  117  74  113  190  527  0  0  0  
Suellen  0  0  0  0  0  707  0  0  0  0  0  0  
Sula  771  938  0  0  0  0  0  0  0  0  0  0  
Summer  0  0  0  0  0  0  0  0  242  232  163  162  
Sunny  0  0  0  0  0  0  0  0  807  0  0  0  
Sunshine  0  0  0  0  0  0  0  0  722  0  0  0  
Susan  128  166  211  219  96  8  4  5  33  106  289  590  
Susana  0  0  0  0  0  0  858  711  513  526  596  921  
Susann  0  0  0  0  0  877  0  0  0  0  0  0  
Susanna  445  572  694  878  866  738  692  694  648  729  995  0  
Susannah  0  0  0  0  0  0  0  0  939  0  0  0  
Susanne  0  0  998  885  482  308  353  380  565  0  0  0  
Susie  81  96  147  179  224  234  263  356  591  943  0  0  
Suzan  0  0  0  0  0  575  486  765  0  0  0  0  
Suzann  0  0  0  0  0  847  960  0  0  0  0  0  
Suzanna  0  0  0  0  0  0  0  928  871  0  0  0  
Suzanne  976  654  468  300  149  69  89  67  115  229  627  0  
Suzette  0  0  0  0  0  632  496  385  671  0  0  0  
Suzy  0  0  0  0  0  0  0  903  0  0  0  0  
Sybil  508  418  339  320  363  487  715  930  0  0  0  0  
Syble  0  981  620  506  594  948  0  0  0  0  0  0  
Sydnee  0  0  0  0  0  0  0  0  0  0  730  755  
Sydney  0  0  0  0  743  617  819  920  0  370  51  30  
Sydni  0  0  0  0  0  0  0  0  0  0  890  0  
Sydnie  0  0  0  0  0  0  0  0  0  0  942  0  
Sylvia  142  107  73  108  68  89  112  147  215  280  431  552  
Tabatha  0  0  0  0  0  0  0  565  402  338  764  0  
Tabitha  0  0  0  0  0  0  0  528  206  148  224  481  
Talia  0  0  0  0  0  0  0  0  0  610  440  374  
Taliyah  0  0  0  0  0  0  0  0  0  0  0  717  
Tamala  0  0  0  0  0  0  0  965  0  0  0  0  
Tamara  0  0  0  0  0  480  200  97  91  147  284  610  
Tamatha  0  0  0  0  0  0  0  844  0  0  0  0  
Tameka  0  0  0  0  0  0  0  0  331  503  0  0  
Tamela  0  0  0  0  0  0  845  535  894  0  0  0  
Tamera  0  0  0  0  0  0  657  431  708  0  0  0  
Tami  0  0  0  0  0  0  310  196  293  717  0  0  
Tamia  0  0  0  0  0  0  0  0  0  0  672  510  
Tamie  0  0  0  0  0  0  0  899  0  0  0  0  
Tamika  0  0  0  0  0  0  0  0  201  343  0  0  
Tamiko  0  0  0  0  0  0  0  0  800  0  0  0  
Tammi  0  0  0  0  0  0  775  360  476  0  0  0  
Tammie  0  0  0  0  0  0  364  188  310  0  0  0  
Tammy  0  0  0  0  0  0  103  11  28  214  726  0  
Tamra  0  0  0  0  0  0  568  449  602  862  0  0  
Tana  0  0  0  0  0  814  791  707  841  0  0  0  
Tanesha  0  0  0  0  0  0  0  0  944  762  0  0  
Tangela  0  0  0  0  0  0  0  0  932  0  0  0  
Tania  0  0  0  0  0  0  0  547  377  519  427  513  
Tanika  0  0  0  0  0  0  0  0  756  958  0  0  
Tanisha  0  0  0  0  0  0  0  0  359  359  571  0  
Taniya  0  0  0  0  0  0  0  0  0  0  0  801  
Taniyah  0  0  0  0  0  0  0  0  0  0  0  967  
Tanya  0  0  0  0  0  507  298  148  64  146  395  735  
Tara  0  0  0  0  0  0  471  187  44  57  156  411  
Tarah  0  0  0  0  0  0  0  0  0  786  0  0  
Tarsha  0  0  0  0  0  0  0  0  833  0  0  0  
Taryn  0  0  0  0  0  0  0  0  622  378  416  480  
Tasha  0  0  0  0  0  0  0  749  207  189  538  0  
Tatiana  0  0  0  0  0  0  0  0  0  409  241  301  
Tatianna  0  0  0  0  0  0  0  0  0  0  985  0  
Tatum  0  0  0  0  0  0  0  0  0  0  661  371  
Tatyana  0  0  0  0  0  0  0  0  0  0  445  810  
Tawana  0  0  0  0  0  0  0  893  561  0  0  0  
Tawanda  0  0  0  0  0  0  0  0  712  0  0  0  
Tawanna  0  0  0  0  0  0  0  0  826  0  0  0  
Tawnya  0  0  0  0  0  0  0  918  694  0  0  0  
Tayler  0  0  0  0  0  0  0  0  0  0  406  895  
Taylor  0  0  0  0  0  0  0  0  0  142  6  20  
Teagan  0  0  0  0  0  0  0  0  0  0  0  421  
Teena  0  0  0  0  0  0  687  810  0  0  0  0  
Tempie  761  916  0  0  0  0  0  0  0  0  0  0  
Tena  449  679  901  0  0  0  700  675  0  0  0  0  
Tenisha  0  0  0  0  0  0  0  0  0  976  0  0  
Tennie  453  589  878  0  0  0  0  0  0  0  0  0  
Tennille  0  0  0  0  0  0  0  0  834  0  0  0  
Tera  0  0  0  0  0  0  0  0  500  624  0  0  
Teresa  208  237  241  206  232  123  25  25  58  136  251  485  
Terese  0  0  0  0  0  0  634  795  0  0  0  0  
Teressa  0  0  0  0  0  0  754  693  0  0  0  0  
Teri  0  0  0  0  0  559  222  214  325  554  0  0  
Terra  0  0  0  0  0  0  0  0  420  502  916  0  
Terri  0  0  0  0  0  320  85  66  162  342  884  0  
Terrie  0  0  0  0  0  564  313  363  790  0  0  0  
Tess  0  0  0  0  0  0  0  0  0  814  536  716  
Tessa  0  0  0  0  0  0  0  0  557  351  232  239  
Tessie  362  359  345  504  901  0  0  0  0  0  0  0  
Thalia  0  0  0  0  0  0  0  0  0  0  595  736  
Thea  0  0  0  0  0  0  992  0  0  0  0  0  
Theda  0  0  428  525  721  985  0  0  0  0  0  0  
Thelma  135  35  28  35  74  143  251  419  748  0  0  0  
Theodora  655  601  585  580  642  678  0  0  0  0  0  0  
Theodosia  977  0  0  0  0  0  0  0  0  0  0  0  
Theola  0  0  934  0  0  0  0  0  0  0  0  0  
Theresa  104  102  99  68  83  81  41  44  85  140  293  667  
Therese  658  671  636  297  383  413  275  365  811  0  0  0  
Theresia  854  0  0  0  0  0  0  0  0  0  0  0  
Thora  783  803  849  0  0  0  0  0  0  0  0  0  
Tia  0  0  0  0  0  0  0  619  404  297  304  603  
Tiana  0  0  0  0  0  0  0  0  820  522  327  450  
Tianna  0  0  0  0  0  0  0  0  0  990  510  712  
Tiara  0  0  0  0  0  0  0  0  0  357  268  663  
Tierra  0  0  0  0  0  0  0  0  0  460  396  0  
Tiffani  0  0  0  0  0  0  0  0  542  454  527  0  
Tiffanie  0  0  0  0  0  0  0  0  649  551  0  0  
Tiffany  0  0  0  0  0  0  0  250  32  15  47  185  
Tilda  738  865  0  0  0  0  0  0  0  0  0  0  
Tillie  196  239  290  430  654  0  0  0  0  0  0  0  
Tina  429  488  591  617  609  352  107  30  36  128  411  876  
Tiny  0  899  0  0  0  0  0  0  0  0  0  0  
Tisha  0  0  0  0  0  0  0  869  424  945  0  0  
Tomasa  0  988  985  865  0  0  0  0  0  0  0  0  
Tomeka  0  0  0  0  0  0  0  0  643  0  0  0  
Tomika  0  0  0  0  0  0  0  0  787  0  0  0  
Toni  0  0  0  901  505  213  156  155  181  231  358  846  
Tonia  0  0  0  0  0  0  695  326  285  923  0  0  
Tonja  0  0  0  0  0  0  0  507  749  0  0  0  
Tonya  0  0  0  0  0  791  367  99  54  183  707  0  
Tori  0  0  0  0  0  0  0  836  531  556  194  397  
Tosha  0  0  0  0  0  0  0  0  604  695  0  0  
Toya  0  0  0  0  0  0  0  0  815  0  0  0  
Tracee  0  0  0  0  0  0  0  0  975  0  0  0  
Tracey  0  0  0  0  0  0  329  86  126  326  906  0  
Traci  0  0  0  0  0  0  724  169  157  318  0  0  
Tracie  0  0  0  0  0  0  689  241  213  549  0  0  
Tracy  0  0  0  0  0  792  199  35  29  114  450  0  
Trena  0  0  0  0  0  0  0  747  0  0  0  0  
Tresa  0  0  0  0  0  0  0  760  0  0  0  0  
Tressa  643  782  989  0  0  0  0  1000  973  0  0  0  
Tressie  498  463  606  727  911  0  0  0  0  0  0  0  
Treva  848  680  650  637  590  755  869  882  0  0  0  0  
Tricia  0  0  0  0  0  0  726  277  154  369  962  0  
Trina  0  0  0  0  0  967  488  262  236  618  0  0  
Trinidad  0  0  746  729  0  0  0  0  0  0  0  0  
Trinity  0  0  0  0  0  0  0  0  0  0  346  64  
Trisha  0  0  0  0  0  0  0  373  198  226  534  0  
Trista  0  0  0  0  0  0  0  0  783  448  0  875  
Trudie  849  798  981  0  0  0  0  0  0  0  0  0  
Trudy  0  0  0  0  740  277  311  405  766  0  0  0  
Trula  0  997  0  0  0  0  0  0  0  0  0  0  
Twila  999  866  691  560  511  663  644  771  0  0  0  0  
Twyla  0  0  0  0  873  963  874  942  0  0  0  0  
Tyra  0  0  0  0  0  0  0  907  731  0  496  835  
Una  408  452  487  583  672  0  0  0  0  0  0  0  
Unique  0  0  0  0  0  0  0  0  0  0  934  0  
Ursula  549  505  553  604  651  941  938  569  634  0  0  0  
Vada  372  381  440  505  624  0  0  0  0  0  0  0  
Valarie  0  0  0  0  0  802  473  436  558  732  0  0  
Valencia  0  0  0  0  0  0  931  691  854  846  0  0  
Valentina  0  0  0  0  0  0  0  0  0  0  956  343  
Valeria  594  573  443  522  637  781  698  710  0  861  329  121  
Valerie  834  695  501  529  289  163  79  72  94  91  155  155  
Vallie  515  574  798  0  0  0  0  0  0  0  0  0  
Valorie  0  0  0  0  0  0  611  756  0  0  0  0  
Vanesa  0  0  0  0  0  0  0  0  0  0  993  0  
Vanessa  0  0  0  0  0  0  167  174  102  47  59  78  
Vassie  994  953  0  0  0  0  0  0  0  0  0  0  
Veda  480  469  503  568  710  794  974  0  0  0  0  0  
Velda  0  702  542  550  572  882  883  0  0  0  0  0  
Vella  880  883  0  0  0  0  0  0  0  0  0  0  
Velma  176  97  98  121  156  239  341  542  0  0  0  0  
Velva  885  653  611  754  837  0  0  0  0  0  0  0  
Velvet  0  0  0  0  0  0  0  952  0  0  0  0  
Vena  575  700  884  0  0  0  0  0  0  0  0  0  
Venessa  0  0  0  0  0  0  0  0  987  883  0  0  
Venita  0  0  955  949  868  0  832  0  0  0  0  0  
Vennie  995  893  0  0  0  0  0  0  0  0  0  0  
Venus  0  0  0  0  0  0  978  774  724  0  0  0  
Vera  78  71  65  87  137  197  255  408  739  0  0  0  
Verda  380  384  403  490  643  0  0  0  0  0  0  0  
Verdie  601  624  835  994  0  0  0  0  0  0  0  0  
Vergie  582  517  592  689  819  0  0  0  0  0  0  0  
Verla  0  731  572  528  566  917  0  0  0  0  0  0  
Verlene  0  0  0  0  975  0  0  0  0  0  0  0  
Verlie  932  713  863  992  0  0  0  0  0  0  0  0  
Verna  145  129  129  151  185  260  365  567  0  0  0  0  
Vernell  0  0  816  596  528  696  940  0  0  0  0  0  
Vernice  959  685  535  531  657  926  0  0  0  0  0  0  
Vernie  502  510  647  796  970  0  0  0  0  0  0  0  
Verona  795  596  669  776  0  0  0  0  0  0  0  0  
Veronica  222  207  187  224  275  195  186  125  79  78  111  210  
Versie  963  801  827  973  0  0  0  0  0  0  0  0  
Vertie  922  917  0  0  0  0  0  0  0  0  0  0  
Vesta  321  331  416  577  725  0  0  0  0  0  0  0  
Veva  663  942  0  0  0  0  0  0  0  0  0  0  
Vickey  0  0  0  0  0  930  557  818  0  0  0  0  
Vicki  0  0  0  0  531  112  60  107  263  785  0  0  
Vickie  0  0  0  0  838  188  78  140  352  0  0  0  
Vicky  0  0  0  0  0  293  161  228  477  844  0  0  
Victoria  164  159  153  198  251  120  92  103  104  53  19  26  
Vida  355  389  450  541  719  0  0  0  0  0  0  0  
Vikki  0  0  0  0  0  991  653  700  0  0  0  0  
Vilma  0  0  0  709  931  0  0  0  0  0  0  0  
Vina  391  500  688  816  954  0  0  0  0  0  0  0  
Vincenza  0  906  710  737  0  0  0  0  0  0  0  0  
Vinnie  477  698  890  0  0  0  0  0  0  0  0  0  
Viola  61  46  58  89  159  257  406  639  0  0  0  0  
Violet  133  87  77  97  164  294  464  703  0  0  0  266  
Violette  964  691  673  917  0  0  0  0  0  0  0  0  
Vira  918  0  0  0  0  0  0  0  0  0  0  0  
Virgie  201  200  263  307  370  551  924  0  0  0  0  0  
Virginia  86  50  10  7  15  29  69  120  160  194  313  476  
Vita  0  0  860  873  0  0  0  0  0  0  0  0  
Viva  519  609  725  879  0  0  0  0  0  0  0  0  
Vivian  181  123  74  80  112  124  155  244  447  514  306  215  
Viviana  0  0  0  0  0  0  0  0  0  795  488  456  
Vivien  0  0  852  833  0  0  0  0  0  0  0  0  
Vivienne  0  0  728  932  0  0  0  0  0  0  0  0  
Vonda  0  0  0  923  645  749  760  481  0  0  0  0  
Vonnie  0  0  0  0  922  965  0  0  0  0  0  0  
Wanda  352  247  141  71  50  55  61  88  228  710  0  0  
Waneta  0  0  842  829  0  0  0  0  0  0  0  0  
Wendi  0  0  0  0  0  0  939  432  401  952  0  0  
Wendy  0  0  0  0  761  211  97  42  41  149  264  347  
Whitney  0  0  0  0  0  0  0  637  380  61  114  467  
Wilda  506  453  371  349  424  623  0  0  0  0  0  0  
Wilhelmina  280  314  376  495  626  827  0  0  0  0  0  0  
Wilhelmine  893  0  0  0  0  0  0  0  0  0  0  0  
Willa  381  348  334  301  300  425  676  0  0  0  0  0  
Willene  0  0  0  844  799  0  0  0  0  0  0  0  
Willia  0  854  893  845  829  0  0  0  0  0  0  0  
Willow  0  0  0  0  0  0  0  0  0  0  0  458  
Wilma  240  140  87  66  80  135  245  485  0  0  0  0  
Windy  0  0  0  0  0  0  0  0  663  0  0  0  
Winifred  178  186  156  184  277  401  612  984  0  0  0  0  
Winnie  184  216  273  326  379  573  0  0  0  0  0  0  
Winnifred  550  600  563  673  959  0  0  0  0  0  0  0  
Winona  673  541  459  441  490  790  0  0  0  0  0  0  
Wynona  0  0  990  825  818  0  0  0  0  0  0  0  
Ximena  0  0  0  0  0  0  0  0  0  0  0  402  
Xiomara  0  0  0  0  0  0  0  0  0  0  0  913  
Yadira  0  0  0  0  0  0  0  0  961  754  659  653  
Yareli  0  0  0  0  0  0  0  0  0  0  0  704  
Yaretzi  0  0  0  0  0  0  0  0  0  0  0  885  
Yaritza  0  0  0  0  0  0  0  0  0  0  0  899  
Yasmeen  0  0  0  0  0  0  0  0  0  0  925  0  
Yasmin  0  0  0  0  0  0  0  0  0  840  478  384  
Yasmine  0  0  0  0  0  0  0  0  0  0  511  601  
Yazmin  0  0  0  0  0  0  0  0  0  0  963  676  
Yesenia  0  0  0  0  0  0  0  0  452  273  201  393  
Yessenia  0  0  0  0  0  0  0  0  0  0  759  0  
Yetta  619  507  476  798  0  0  0  0  0  0  0  0  
Yolanda  0  807  381  315  378  230  172  132  119  262  573  0  
Yolonda  0  0  0  0  0  0  0  937  0  0  0  0  
Yoselin  0  0  0  0  0  0  0  0  0  0  0  764  
Yoshiko  0  0  991  983  0  0  0  0  0  0  0  0  
Yuliana  0  0  0  0  0  0  0  0  0  0  0  862  
Yvette  0  0  703  602  716  562  325  164  222  327  487  901  
Yvonne  450  333  285  200  118  117  124  137  183  308  544  0  
Zada  753  849  0  0  0  0  0  0  0  0  0  0  
Zadie  991  910  0  0  0  0  0  0  0  0  0  0  
Zara  0  0  0  0  0  0  0  0  0  0  0  908  
Zaria  0  0  0  0  0  0  0  0  0  0  950  685  
Zariah  0  0  0  0  0  0  0  0  0  0  0  748  
Zelda  563  433  411  450  535  797  916  973  0  0  0  0  
Zella  251  307  377  465  585  873  0  0  0  0  0  0  
Zelma  314  236  278  329  441  647  0  0  0  0  0  0  
Zena  850  959  0  0  0  0  0  0  0  0  0  0  
Zenobia  0  921  974  0  0  0  0  0  0  0  0  0  
Zetta  710  907  0  0  0  0  0  0  0  0  0  0  
Zettie  865  948  0  0  0  0  0  0  0  0  0  0  
Zina  0  0  0  0  0  0  0  645  0  0  0  0  
Zita  923  958  952  0  0  0  0  0  0  0  0  0  
Zoe  532  744  872  909  807  0  930  0  0  750  164  50  
Zoey  0  0  0  0  0  0  0  0  0  0  690  130  
Zoie  0  0  0  0  0  0  0  0  0  0  0  588  
Zola  424  442  510  603  789  0  0  0  0  0  0  0  
Zona  565  618  716  807  790  0  0  0  0  0  0  0  
Zora  358  431  556  711  900  0  0  0  0  0  0  0  
Zula  361  424  653  793  0  0  0  0  0  0  0  0  
Aaden  0  0  0  0  0  0  0  0  0  0  0  710  
Aaron  191  180  191  220  246  244  212  109  33  31  34  54  
Abdul  0  0  0  0  0  0  0  0  793  0  976  0  
Abdullah  0  0  0  0  0  0  0  0  0  0  0  878  
Abe  251  265  328  521  759  875  986  0  0  0  0  0  
Abel  626  756  684  661  614  565  511  479  416  388  380  340  
Abner  416  491  635  813  0  0  0  0  0  0  0  0  
Abraham  182  167  160  260  356  422  441  473  331  255  226  191  
Abram  466  615  772  999  0  0  0  0  826  773  893  602  
Ace  0  0  0  0  0  0  0  0  0  0  0  895  
Acie  0  953  0  0  0  0  0  0  0  0  0  0  
Adam  178  183  198  278  357  406  353  127  34  23  39  62  
Adan  0  0  0  0  0  909  988  828  663  554  515  327  
Adelbert  714  778  785  968  0  0  0  0  0  0  0  0  
Aden  0  0  0  0  0  0  0  0  0  0  0  300  
Aditya  0  0  0  0  0  0  0  0  0  0  0  788  
Admiral  940  0  0  0  0  0  0  0  0  0  0  0  
Adolf  0  0  941  0  0  0  0  0  0  0  0  0  
Adolfo  0  0  0  751  767  744  754  717  718  695  626  621  
Adolph  162  198  197  275  381  585  645  864  0  0  0  0  
Adolphus  461  610  729  851  871  989  0  0  0  0  0  0  
Adonis  0  0  0  0  0  0  0  0  0  0  801  817  
Adrain  0  0  0  0  0  0  0  0  871  0  0  0  
Adrian  425  384  337  362  368  394  355  266  137  100  90  61  
Adriel  0  0  0  0  0  0  0  0  0  0  0  687  
Adrien  0  0  0  0  0  0  0  0  0  0  0  772  
Aedan  0  0  0  0  0  0  0  0  0  0  0  939  
Agustin  0  0  0  870  854  915  870  803  708  655  625  685  
Ahmad  0  0  0  0  0  0  0  0  695  585  511  486  
Ahmed  0  0  0  0  0  0  0  0  975  753  616  548  
Aidan  0  0  0  0  0  0  0  0  0  0  251  55  
Aiden  0  0  0  0  0  0  0  0  0  0  679  40  
Aidyn  0  0  0  0  0  0  0  0  0  0  0  982  
Akeem  0  0  0  0  0  0  0  0  0  594  788  0  
Al  383  320  450  509  399  417  407  518  717  974  0  0  
Alan  512  387  315  183  109  54  47  60  111  112  150  136  
Albert  16  15  17  22  34  48  80  100  132  153  232  342  
Alberto  957  678  633  490  526  483  398  333  274  232  239  307  
Albin  510  643  508  610  918  0  0  0  0  0  0  0  
Alden  716  608  442  463  519  646  757  906  0  0  948  834  
Aldo  0  0  589  594  971  0  0  907  901  785  738  544  
Alec  881  802  848  0  0  0  884  769  870  452  130  283  
Alejandro  0  0  0  738  702  665  561  427  223  170  108  100  
Alessandro  0  0  0  0  0  0  0  0  0  0  0  689  
Alex  117  125  132  167  204  224  246  212  174  72  52  70  
Alexander  96  97  102  141  192  181  209  179  104  46  23  12  
Alexandre  0  0  0  0  0  0  0  0  0  0  949  0  
Alexandro  0  0  0  0  0  0  0  0  0  981  848  887  
Alexzander  0  0  0  0  0  0  0  0  0  0  0  676  
Alf  821  925  0  0  0  0  0  0  0  0  0  0  
Alfonso  556  355  374  307  323  369  384  407  390  404  453  562  
Alfonzo  0  891  0  0  0  959  888  900  947  0  0  0  
Alford  568  590  701  664  717  799  976  0  0  0  0  0  
Alfred  38  39  42  43  62  91  122  169  221  304  489  735  
Alfredo  809  544  553  405  419  400  361  351  288  270  276  350  
Ali  0  0  0  0  0  0  0  0  604  520  433  369  
Alijah  0  0  0  0  0  0  0  0  0  0  0  586  
Allan  323  276  238  188  135  136  172  234  326  345  443  500  
Allen  94  90  99  93  77  71  85  96  134  131  196  274  
Allyn  0  0  0  0  962  886  0  0  0  0  0  0  
Almon  0  0  991  0  0  0  0  0  0  0  0  0  
Alois  787  750  616  844  0  0  0  0  0  0  0  0  
Alonso  0  0  0  0  0  0  0  0  0  978  762  660  
Alonza  739  770  0  0  0  0  0  0  0  0  0  0  
Alonzo  176  225  311  333  352  390  367  377  434  460  499  564  
Aloysius  361  442  413  525  815  0  0  0  0  0  0  0  
Alphonse  402  347  296  386  530  678  869  0  0  0  0  0  
Alphonso  657  521  588  578  511  489  446  502  679  806  0  0  
Alton  340  173  195  191  189  241  311  384  487  621  876  0  
Alva  208  271  331  374  453  600  906  0  0  0  0  0  
Alvah  666  0  980  0  0  0  0  0  0  0  0  0  
Alvaro  0  0  0  0  0  0  0  923  730  568  553  617  
Alvie  649  620  676  670  771  885  0  0  0  0  0  0  
Alvin  107  91  81  71  96  116  144  193  249  296  416  498  
Alvis  794  805  629  671  691  768  934  0  0  0  0  0  
Amare  0  0  0  0  0  0  0  0  0  0  0  786  
Amari  0  0  0  0  0  0  0  0  0  0  0  393  
Amarion  0  0  0  0  0  0  0  0  0  0  0  818  
Ambrose  298  388  409  508  716  864  0  0  0  0  0  0  
Americo  0  0  650  730  0  0  0  0  0  0  0  0  
Amir  0  0  0  0  0  0  0  0  960  648  518  326  
Amit  0  0  0  0  0  0  0  0  0  950  0  0  
Amos  148  185  226  256  306  389  451  565  541  608  857  0  
Anderson  275  325  478  531  600  638  730  875  970  963  836  416  
Andra  0  0  0  0  0  0  0  847  0  0  0  0  
Andre  0  0  0  875  628  461  250  161  136  133  165  207  
Andreas  0  0  0  0  0  0  0  897  958  893  900  969  
Andres  882  718  742  624  652  599  587  477  342  226  166  166  
Andrew  35  40  46  56  78  81  57  36  27  11  8  7  
Andy  253  296  317  350  361  330  260  221  236  262  234  208  
Angel  0  0  858  574  582  520  348  277  201  168  97  42  
Angelo  487  255  152  166  245  328  306  306  332  331  324  279  
Angus  561  685  778  834  0  0  0  0  0  0  0  0  
Ansel  971  0  0  0  0  0  0  0  0  0  0  0  
Anson  993  0  0  0  0  0  0  0  0  0  0  0  
Anthony  74  45  39  42  47  42  29  22  23  20  18  10  
Antione  0  0  0  0  0  0  0  0  723  787  0  0  
Antoine  958  853  0  0  0  0  902  540  305  288  524  663  
Anton  231  274  290  434  533  604  653  611  557  595  682  790  
Antone  674  648  524  667  990  0  0  0  0  0  0  0  
Antonio  297  199  203  195  238  236  211  159  81  76  80  96  
Antony  0  0  0  0  0  0  998  705  760  797  837  836  
Antwan  0  0  0  0  0  0  0  0  511  467  697  877  
Antwon  0  0  0  0  0  0  0  0  834  680  998  0  
Arch  399  690  963  0  0  0  0  0  0  0  0  0  
Archibald  415  593  790  989  0  0  0  0  0  0  0  0  
Archie  92  111  142  165  198  242  325  431  554  815  0  0  
Arden  0  910  605  570  528  667  917  0  0  0  0  0  
Ari  0  0  0  0  0  0  0  0  737  830  833  619  
Aric  0  0  0  0  0  0  0  0  588  770  815  0  
Arjun  0  0  0  0  0  0  0  0  0  0  0  759  
Arlan  0  0  0  0  791  853  0  0  0  0  0  0  
Arlen  0  0  0  975  449  670  682  996  0  0  0  0  
Arley  855  0  993  962  0  0  0  0  0  0  0  0  
Arlie  482  459  500  505  569  708  965  0  0  0  0  0  
Arlin  0  0  0  957  719  880  0  0  0  0  0  0  
Arlo  0  0  763  787  748  0  0  0  0  0  0  0  
Arlyn  0  0  0  0  949  0  0  0  0  0  0  0  
Armand  788  433  330  339  417  501  652  794  0  0  0  0  
Armando  0  0  506  404  411  351  312  307  239  229  221  264  
Armani  0  0  0  0  0  0  0  0  0  0  820  641  
Armond  0  0  903  856  0  0  0  0  0  0  0  0  
Arne  0  0  874  0  0  0  0  0  0  0  0  0  
Arno  0  0  988  0  0  0  0  0  0  0  0  0  
Arnold  172  136  92  97  108  151  202  257  440  561  666  0  
Arnoldo  0  0  0  0  0  0  0  986  0  0  0  0  
Arnulfo  0  0  0  0  0  0  904  963  931  0  0  0  
Aron  646  545  719  739  877  0  916  788  508  553  599  634  
Arron  0  0  0  0  0  0  0  989  668  634  775  0  
Arsenio  0  0  0  0  0  0  0  0  0  970  0  0  
Art  606  837  0  942  692  644  734  765  0  0  0  0  
Arther  436  473  581  572  586  833  0  0  0  0  0  0  
Arthur  14  16  18  20  30  35  60  92  135  172  263  361  
Artis  0  785  889  901  808  770  795  0  0  0  0  0  
Arturo  0  0  833  492  479  396  357  365  298  269  272  324  
Arvel  0  0  827  909  0  0  0  0  0  0  0  0  
Arvid  803  911  678  800  834  996  0  0  0  0  0  0  
Arvil  0  0  870  818  848  0  0  0  0  0  0  0  
Arvin  0  0  0  928  754  924  0  0  0  0  0  0  
Aryan  0  0  0  0  0  0  0  0  0  0  0  722  
Asa  288  460  592  645  783  938  0  0  967  776  780  630  
Asher  0  0  0  0  0  0  0  0  0  0  770  251  
Ashton  0  0  0  0  0  0  0  0  0  544  314  121  
Atticus  0  0  0  0  0  0  0  0  0  0  0  782  
August  109  165  185  252  313  419  569  713  819  852  704  576  
Augustine  733  635  544  501  571  655  736  804  862  0  0  0  
Augustus  262  337  438  495  570  671  808  957  0  0  907  813  
Aurelio  0  0  0  846  880  0  0  0  944  0  0  0  
Austen  0  0  0  0  0  0  0  0  0  930  535  0  
Austin  228  230  244  277  343  409  509  541  319  83  20  36  
Auston  0  0  0  0  0  0  0  0  0  0  963  0  
Austyn  0  0  0  0  0  0  0  0  0  0  789  0  
Auther  959  0  0  910  914  0  0  0  0  0  0  0  
Author  0  962  0  0  976  0  0  0  0  0  0  0  
Axel  511  886  0  0  0  0  0  0  0  0  741  287  
Aydan  0  0  0  0  0  0  0  0  0  0  0  683  
Ayden  0  0  0  0  0  0  0  0  0  0  0  130  
Aydin  0  0  0  0  0  0  0  0  0  0  0  801  
Baby  0  0  0  0  0  0  0  0  0  821  615  0  
Barney  222  267  316  387  409  427  461  649  981  0  0  0  
Baron  0  0  0  0  0  0  0  766  0  0  0  0  
Barrett  0  0  0  0  0  0  956  800  683  618  895  700  
Barron  0  0  0  0  0  0  0  855  0  0  0  0  
Barry  0  954  0  648  175  76  73  83  159  252  533  0  
Bart  827  984  0  0  858  651  368  332  495  881  0  0  
Bartholomew  856  0  0  0  0  0  0  0  0  0  0  0  
Barton  863  0  895  793  622  532  552  588  855  0  0  0  
Basil  372  370  367  381  447  573  704  833  0  0  0  0  
Baxter  817  904  998  0  0  0  0  0  0  0  0  0  
Beau  0  0  0  0  0  0  0  943  387  317  429  422  
Beckett  0  0  0  0  0  0  0  0  0  0  0  669  
Bee  824  932  0  0  0  0  0  0  0  0  0  0  
Ben  63  80  119  153  173  210  258  283  323  423  557  581  
